account_name,account_id,after_school,max_capacity,facility_type,program_published,fees_type,advocacy_type,billing_street,billing_city,billing_zip,website,phone,GEOID,indexSupply,indexDemand,MainGrp
Shady Grove Learning Center,001i000001YBHHa,TRUE,283,Child Care Center,TRUE,Sliding Scale,For Profit,3200 W SHADY GROVE RD,IRVING,75060,"",(972) 986-9351,48113015306,92,59,Demand < Supply
The Sloan School,001i000001YBHHj,TRUE,263,School,TRUE,Sliding Scale,For Profit,3131 OCONNOR N,IRVING,75062,"",972-659-1199,48113014308,86,82,Demand = Supply
Allisons Clubhouse,001i000001YBHIC,TRUE,262,Child Care Center,TRUE,Sliding Scale,For Profit,3425 FINLEY RD,IRVING,75062,"",(972) 258-1800,48113014153,97,60,Demand < Supply
Wonderland Montessori Academy of Las Colinas,001i000001YBHL1,TRUE,258,School,TRUE,Sliding Scale,For Profit,431 E ROYAL LN,IRVING,75039,"",(972) 225-5962,48113014143,90,67,Demand < Supply
IGrow Montessori,0013100001nSZeF,TRUE,234,School,TRUE,Sliding Scale,For Profit,6699 RIVERSIDE DR,Irving,75039,www.igrowmontessori.com,(214) 550-6560,48113014143,90,67,Demand < Supply
The Pierce Academy,001i000001YBHH0,TRUE,204,School,TRUE,Sliding Scale,School Run,9930 VALLEY RANCH PKWY W,IRVING,75063,"",972-831-1199,48113014128,77,84,Demand > Supply
Landry After the Bell,001i000001YBHHI,TRUE,204,Child Care Center,TRUE,Sliding Scale,For Profit,265 RED RIVER TRL,IRVING,75063,"",(972) 968-6525,48113014142,85,81,Demand = Supply
Primrose School of Valley Ranch,001i000001YBHFe,TRUE,204,Child Care Center,TRUE,Sliding Scale,For Profit,577 CIMARRON TRL,IRVING,75063,"",(972) 444-9500,48113014128,77,84,Demand > Supply
Childcare Network #170,0010Z00001uFAFj,TRUE,196,Child Care Center,TRUE,Sliding Scale,For Profit,2020 S MACARTHUR BLVD,Irving,75060,"",972-790-2225,48113015101,92,59,Demand < Supply
Redeemer Montessori,001i000001YBHKN,TRUE,185,School,TRUE,Sliding Scale,For Profit,2700 WARREN CIR,IRVING,75062,"",(972) 257-3517,48113014203,87,58,Demand < Supply
Primrose School Of Las Colinas,001i000001YBHGZ,TRUE,184,Child Care Center,TRUE,Sliding Scale,For Profit,700 FLUOR DR,IRVING,75039,"",(972) 831-1000,48113014143,90,67,Demand < Supply
Irving Montessori Academy,0010Z000023hh0U,TRUE,169,Child Care Center,TRUE,Sliding Scale,For Profit,3801 W NORTHGATE DR,Irving,75062,"",469-565-8975,48113014139,92,62,Demand < Supply
The Children's Courtyard on Esters,001i000001YBHT9,TRUE,161,Child Care Center,TRUE,Sliding Scale,For Profit,8560 ESTERS BLVD,IRVING,75063,"",(972) 929-2965,48113014124,84,70,Demand = Supply
YMCA @ Canyon Ranch,0010Z0000273xxr,TRUE,150,Community Center/Nonprofit,TRUE,Sliding Scale,National Nonprofit,1205 SANTA FE TRAIL,IRVING,75063,"",469-348-9622,48113014155,75,79,Demand = Supply
Excel Academy,0013r00002Hp49o,TRUE,148,School,TRUE,Fee,School Run,504 RANCH TRL,IRVING,75063,"",972-462-7536,48113014149,77,78,Demand = Supply
iBloom Montessori,0013r00002DeeJH,TRUE,138,Child Care Center,TRUE,Fee,For Profit,7650 BENT BRANCH DR,IRVING,75063,"",214-770-6521,48113014151,81,69,Demand = Supply
Kinder Care #1246 Greenway,001i000001YBHDd,TRUE,135,Child Care Center,TRUE,Sliding Scale,For Profit,1121 GREENWAY CIR,IRVING,75038,"",(972) 550-8479,48113014159,80,69,Demand = Supply
Education Station,0010Z0000273xxl,TRUE,132,Child Care Center,TRUE,Sliding Scale,For Profit,2328 E GRAUWYLER RD,IRVING,75061,"",972-438-3969,48113020100,81,70,Demand = Supply
Simply Smarts Learning Center,001i000001YBHHi,TRUE,127,Child Care Center,TRUE,Sliding Scale,For Profit,3430 W ROCHELLE RD,IRVING,75062,"",(972) 257-9746,48113014153,97,60,Demand < Supply
Wesleyan Academe,001i000001YBHKu,TRUE,125,Child Care Center,TRUE,Sliding Scale,For Profit,1615 W AIRPORT FWY,IRVING,75062,"",(972) 252-4733,48113014315,93,65,Demand < Supply
Holy Trinity Learning Center,001i000001YBHEs,TRUE,110,Child Care Center,TRUE,Sliding Scale,For Profit,605 METKER ST,IRVING,75062,"",(972) 570-1161,48113014308,86,82,Demand = Supply
Prestigious Learning Academy,0010Z00001uITwz,TRUE,108,Child Care Center,TRUE,Sliding Scale,For Profit,1906 N Story Rd,Irving,75061,"",972-514-1878,48113014501,86,76,Demand < Supply
Morgans Private School & Day Care,001i000001YBHK9,TRUE,108,Child Care Center,TRUE,Sliding Scale,For Profit,2933 W PIONEER DR,IRVING,75061,"",(972) 790-4474,48113014405,88,63,Demand < Supply
Kidquarters Day School,001i000001YBHJY,TRUE,105,Child Care Center,TRUE,Sliding Scale,For Profit,1502 E GRAUWYLER RD,IRVING,75061,"",(972) 438-5437,48113014704,82,81,Demand > Supply
Little Peoples Learning Academy,001i000001YBHGK,TRUE,103,Child Care Center,TRUE,Sliding Scale,For Profit,610 N MACARTHUR BLVD,IRVING,75061,"",(972) 254-1800,48113014502,80,86,Demand > Supply
Kings Kids Academy,001i000001YBHF3,TRUE,101,Child Care Center,TRUE,Sliding Scale,For Profit,3511 COUNTRY CLUB RD N,IRVING,75062,"",(972) 255-7181,48113014310,90,62,Demand < Supply
KCE Champions LLC @ Uplift-Infinity,0010Z0000273xxn,TRUE,100,School,TRUE,Sliding Scale,For Profit,1401 S MACARTHUR BLVD,IRVING,75060,"",940-368-3794,48113015207,86,61,Demand < Supply
The Learning Tree Academy,001i000001YBHI2,TRUE,94,Child Care Center,TRUE,Sliding Scale,For Profit,700 W PIONEER DR,IRVING,75061,"",(972) 253-4810,48113014502,80,86,Demand > Supply
Dusk 2 Dawn,001i000001YBHE9,TRUE,88,Child Care Center,TRUE,Sliding Scale,For Profit,919 REDBIRD DR,IRVING,75061,"",(469) 647-5259,48113014502,80,86,Demand > Supply
YMCA at Farine ES,0010Z00002CY4lZ,TRUE,80,School,TRUE,Sliding Scale,National Nonprofit,615 Metker Street,Irving,75062,"",214-728-7012,48113014308,86,82,Demand = Supply
Adventure Discovery Center at Fourth St.,001i000001RaSVL,TRUE,78,Child Care Center,TRUE,Sliding Scale,For Profit,2631 W. 4th St.,Irving,75060,irvingdaycare.com,972-790-1958,48113015305,88,68,Demand < Supply
"Rainbow Academy, Inc",001i000001YBHED,TRUE,77,Child Care Center,TRUE,Sliding Scale,For Profit,2227 CHEYENNE ST,IRVING,75062,"",(972) 594-0005,48113014154,78,70,Demand = Supply
Kids Palace Learning Center,001i000001YBHJd,TRUE,75,Child Care Center,TRUE,Sliding Scale,For Profit,1001 METKER ST,IRVING,75062,"",(972) 554-4921,48113014308,86,82,Demand = Supply
Irving Kidz Academy,0010Z00001uFAH7,TRUE,68,Child Care Center,TRUE,Sliding Scale,For Profit,325 E AIRPORT  FRWY,Irving,75062,"",469-643-0787,48113014204,79,72,Demand = Supply
Above and Beyond Center for Children,001i000001YBHDg,TRUE,54,Child Care Center,TRUE,Sliding Scale,For Profit,503 E 6TH ST,IRVING,75060,"",(972) 870-9282,48113014903,88,68,Demand < Supply
YMCA at Gilbert ES,0010Z00002CY4nu,TRUE,50,School,TRUE,Sliding Scale,National Nonprofit,1501 East Pioneer Drive,Irving,75061,"",214-728-7012,48113014704,82,81,Demand > Supply
YMCA at Brandenburg ES,0010Z00002CY4kl,TRUE,50,School,TRUE,Sliding Scale,National Nonprofit,2800 Hillcrest Drive,Irving,75062,"",214-728-7012,48113014316,74,85,Demand > Supply
YMCA at Good ES,0010Z00002CY4nB,TRUE,50,School,TRUE,Sliding Scale,National Nonprofit,1200 East Union Bower Road,Irving,75061,"",214-728-7012,48113014704,82,81,Demand > Supply
YMCA at AS Johnston,0013100001bdZyn,TRUE,50,School,TRUE,Sliding Scale,National Nonprofit,2801 Rutgers Dr.,Irving,75062,www.ymcadallas.org/afterschool,214-649-8703,48113014306,82,76,Demand = Supply
YMCA at Otis Brown ES,001i000000Na3O6,TRUE,50,School,TRUE,Sliding Scale,National Nonprofit,2501 10th St W,Irving,75060,www.ymcadallas.org/afterschool,(214) 649-8703,48113015305,88,68,Demand < Supply
YMCA at T.J. Lee ES,001i000000Na3O7,TRUE,50,School,TRUE,Sliding Scale,National Nonprofit,1600 Carlisle St.,Irving,75062,www.ymcadallas.org/afterschool,(214) 649-8703,48113014318,85,61,Demand < Supply
YMCA at Townley ES,001i000000Na3O8,TRUE,50,School,TRUE,Sliding Scale,National Nonprofit,1030 W. Vilbig St.,Irving,75060,"",(214)649-8703,48113015101,92,59,Demand < Supply
YMCA at Townsell ES,001i000000Na3O9,TRUE,50,School,TRUE,Sliding Scale,National Nonprofit,3700 Pleasant Run Rd.,Irving,75038,www.ymcadallas.org/afterschool,(214) 649-8703,48113014310,90,62,Demand < Supply
KCE Champions LLC @ Uplift North Hills,0013r00002XSrlA,TRUE,50,School,TRUE,Fee,For Profit,606 E ROYAL LN,IRVING,75039,"",940-368-3794,48113014138,84,59,Demand < Supply
YMCA at Elliott ES,0013100001lkG9J,TRUE,50,School,TRUE,Sliding Scale,National Nonprofit,1900 S. Story Rd.,Irving,75060,https://www.ymcadallas.org/locations/,(214) 649-8703,48113015208,74,91,Demand > Supply
YMCA at Hanes ES,001i000001B766p,TRUE,50,School,TRUE,Sliding Scale,National Nonprofit,2730 Cheyenne St,Irving,75062,www.ymcadallas.org/afterschool,214-728-7012,48113014153,97,60,Demand < Supply
YMCA at Thomas Haley ES,001i000001B7640,TRUE,50,School,TRUE,Sliding Scale,National Nonprofit,3601 Cheyenne St.,Irving,75062,www.ymcadallas.org/afterschool,(214) 649-8703,48113014154,78,70,Demand = Supply
Irving Family YMCA,0013100001mBPcD,TRUE,50,Community Center/Nonprofit,TRUE,Fee,National Nonprofit,2200 W. Irving Blvd.,Irving,75061,https://www.ymcadallas.org/locations/irving_family_ymca/,(972) 986-8898,48113015202,87,63,Demand < Supply
YMCA at Valley Ranch Elementary,0013100001mBOlr,TRUE,50,Community Center/Nonprofit,TRUE,Sliding Scale,National Nonprofit,9800 Rodeo Dr.,Irving,75063,https://www.ymcadallas.org/locations/,(214) 496-8500,48113014128,77,84,Demand > Supply
YMCA at J. Haley ES,0010Z00002CY4nz,TRUE,50,School,TRUE,Sliding Scale,National Nonprofit,1100 Schulze Drive,Irving,75060,"",214-728-7012,48113014903,88,68,Demand < Supply
YMCA at Keyes ES,0010Z00002CY4oi,TRUE,50,School,TRUE,Sliding Scale,National Nonprofit,1501 North Britain Road,Irving,75061,"",214-728-7012,48113014601,87,62,Demand < Supply
YMCA at Stipes Elementary,0010Z00002CY4pW,TRUE,50,School,TRUE,Sliding Scale,National Nonprofit,3100 Cross Timbers Drive,Irving,75060,"",(214) 649-8703,48113015306,92,59,Demand < Supply
YMCA at Schulze ES,0010Z00002CY4mh,TRUE,50,School,TRUE,Fee,National Nonprofit,1200 South Irving Heights Drive,Irving,75060,"",214-728-7012,48113015002,80,69,Demand = Supply
YMCA at Davis ES,0010Z00002CY4mi,TRUE,50,School,TRUE,Sliding Scale,National Nonprofit,310 Davis Drive,Irving,75061,"","",48113014408,84,66,Demand < Supply
Adventure Discovery Center at Wm. Brewster,001i000001RaSSv,TRUE,45,Child Care Center,TRUE,Sliding Scale,For Profit,2610 Wm. Brewster St.,Irving,75062,irvingdaycare.com,972-258-2470,48113014315,93,65,Demand < Supply
Perfect Vision Daycare and Transportation II,0013r00002QSWPM,TRUE,45,Child Care Center,TRUE,Fee,For Profit,1313 W AIRPORT FWY STE 120,IRVING,75062,"",469-417-0103,48113014315,93,65,Demand < Supply
NAML Academy,0013r00002HqvYD,TRUE,42,School,TRUE,Fee,School Run,8880 N MACARTHUR BLVD,IRVING,75063,"",469-990-0439,48113014142,85,81,Demand = Supply
Growing Seeds Academy,0013r00002dDOUa,TRUE,40,"",TRUE,"","",2610 WILLIAM BREWSTER DR,IRVING,75062,"",469-565-8290,48113014315,93,65,Demand < Supply
Cradle to Crayon Learning Center,0013r00002QWCOZ,TRUE,34,Child Care Center,TRUE,Fee,For Profit,2400 E GRAUWYLER RD STE B,IRVING,75061,"",469-571-6994,48113020100,81,70,Demand = Supply
YMCA at Lively ES,001i000000Na3O5,TRUE,30,School,TRUE,Sliding Scale,National Nonprofit,1800 Plymouth Dr. W,Irving,75061,www.ymcadallas.org/afterschool,(214) 649-8703,48113014501,86,76,Demand < Supply
Knowledge Hub Learning & Day Care Center,0013100001mAW2e,TRUE,30,Child Care Center,TRUE,Sliding Scale,For Profit,4835 N. O Connor Rd. Ste 208,Irving,75038,www.khkids.com,(214) 300-1558,48113014313,78,73,Demand = Supply
YMCA at Britain ES,0010Z00002CY4lF,TRUE,30,School,TRUE,Sliding Scale,National Nonprofit,631 Edmondson Drive,Irving,75060,"",214-728-7012,48113015001,77,84,Demand > Supply
Parkridge Montessori School,001i000001YBHKG,TRUE,29,School,TRUE,Sliding Scale,School Run,1111 KINWEST PKWY STE 130,IRVING,75063,"",(214) 403-1646,48113014124,84,70,Demand = Supply
Emma's House,0013100001nCLv0,TRUE,15,Child Care Center,TRUE,Sliding Scale,For Profit,920 Bluebonnet Drive #101,Irving,75060,www.emmashouse.net,9728391502,48113020100,81,70,Demand = Supply
Kids University Learning Center at Wintergreen Rd.,001i000001YBHEi,TRUE,182,Child Care Center,TRUE,Sliding Scale,For Profit,639 W WINTERGREEN RD,LANCASTER,75134,"",(972) 218-0808,48113016704,87,62,Demand < Supply
Berne Academy DCC,001i000001YBHE3,TRUE,161,Child Care Center,TRUE,Sliding Scale,For Profit,1311 JOHNS AVE,LANCASTER,75134,"",(972) 227-4431,48113016706,95,67,Demand < Supply
Powerhouse Center in Lancaster,001i000001YBHT4,TRUE,150,Child Care Center,TRUE,Sliding Scale,For Profit,954 S I 35 E,Lancaster,75146,"",(214) 376-8208,48113016802,78,75,Demand = Supply
Innovation Station Learning Academy,0013r00002c3deI,TRUE,120,"",TRUE,"","",1971 W PLEASANT RUN RD,LANCASTER,75146,"",972-227-7877,48113016707,90,62,Demand < Supply
Peaceful Images Child Development Center LLC-Pleasant Run Rd,001i000001YBHT3,TRUE,120,Child Care Center,TRUE,Sliding Scale,For Profit,1971 W PLEASANT RUN RD,LANCASTER,75146,"",(972) 224-2438,48113016707,90,62,Demand < Supply
Londons Kings and Queens Academy,0013r00002HnzA0,TRUE,103,Child Care Center,TRUE,Fee,For Profit,625 W PLEASANT RUN RD,LANCASTER,75146,"",927-227-1118,48113016706,95,67,Demand < Supply
KCE Champions LLC at ILTX-Lancaster,0010Z00001uITx1,TRUE,100,Child Care Center,TRUE,Sliding Scale,"",1900 Pleasant Run Rd,Lancaster,75146,"",817-271-3526,48113016806,84,59,Demand < Supply
Shannons Lil Angels,001i000001YBHKY,TRUE,100,Child Care Center,TRUE,Sliding Scale,For Profit,630 W PLEASANT RUN RD STE 104,LANCASTER,75146,"",(972) 275-0092,48113016803,93,59,Demand < Supply
"The Gardner Preparatory School, LLC",001i000001YBHGE,TRUE,85,Community Center/Nonprofit,TRUE,Sliding Scale,For Profit,100 N HOUSTON SCHOOL RD,LANCASTER,75146,"",(972) 275-1539,48113016802,78,75,Demand = Supply
New Harmony Academy,0010Z00002A9mkK,TRUE,78,Child Care Center,TRUE,Sliding Scale,For Profit,200 REA AVE,LANCASTER,75146,"",972-293-5590,48113016803,93,59,Demand < Supply
Peaceful Images Child Development Center LLC-Pleasant Run Rd,001i000001YBHHP,TRUE,72,Child Care Center,TRUE,Sliding Scale,For Profit,875 W PLEASANT RUN RD,LANCASTER,75146,"",(972) 227-7877,48113016706,95,67,Demand < Supply
Zion Kidz Academy & Learning Center,001i000001YBHL4,TRUE,70,Child Care Center,TRUE,Sliding Scale,For Profit,1004 N JEFFERSON ST,LANCASTER,75146,"",(972) 218-9805,48113016803,93,59,Demand < Supply
Lancaster ABC Learning Center LLC,0013r00002DeeJI,TRUE,67,Child Care Center,TRUE,Fee,For Profit,1033 W PLEASANT RUN RD,LANCASTER,75146,"",972-275-0335,48113016706,95,67,Demand < Supply
Precious Lambs Learning Center Inc,0010Z00002E2bpj,TRUE,53,Child Care Center,TRUE,Sliding Scale,For Profit,723 W PLEASANT RUN RD STE 300,LANCASTER,75146,"",469-620-3717,48113016706,95,67,Demand < Supply
Meadow Oaks Academy Inc.,001i000001YBHHh,TRUE,454,Child Care Center,TRUE,Sliding Scale,For Profit,1412 S BELT LINE RD,MESQUITE,75149,"",(972) 285-6895,48113017400,93,64,Demand < Supply
Children's Safari Private School,001i000001YBHEQ,TRUE,277,Child Care Center,TRUE,Sliding Scale,For Profit,3550 CLAY MATHIS RD,MESQUITE,75181,"",(972) 222-5522,48113017313,79,75,Demand = Supply
Legacy Kids Academy,001i000001YBHFW,TRUE,221,Child Care Center,TRUE,Sliding Scale,For Profit,2201 EASTGLEN BLVD,MESQUITE,75181,"",(972) 222-8755,48113017307,90,46,Demand < Supply
Circle Creek Children's Center,001i000001YBHEU,TRUE,205,Child Care Center,TRUE,Sliding Scale,For Profit,2544 CLAY MATHIS RD,MESQUITE,75181,"",(972) 288-3381,48113017309,83,67,Demand = Supply
St. Pius X Early Care and Education Center,001i000001YBHEG,TRUE,178,Faith Community,TRUE,Sliding Scale,For Profit,1620 Oates Dr.,Mesquite,75150,www.spxearlycare.org,(972) 279-3232,48113018130,93,62,Demand < Supply
Lil Rascals Learning Center Inc,001i000001YBHET,TRUE,160,Child Care Center,TRUE,Sliding Scale,For Profit,2424 BAKER DR,MESQUITE,75150,"",(972) 681-2177,48113017816,76,90,Demand > Supply
La Petite Academy TXMC 0904,001i000001YBHGP,TRUE,153,Child Care Center,TRUE,Sliding Scale,For Profit,910 CLAY MATHIS RD,MESQUITE,75181,"",(972) 222-0970,48113017307,90,46,Demand < Supply
Family Cathedral of Praise 2,001i000001YBHF1,TRUE,153,Faith Community,TRUE,Sliding Scale,For Profit,790 WINDBELL CIR,MESQUITE,75149,"",(972) 329-1660,48113017704,89,78,Demand < Supply
Small Miracles Academy-Mesquite Campus,0013100001mAVxA,TRUE,150,Child Care Center,TRUE,Sliding Scale,For Profit,2301 Mesquite Valley Rd.,Mesquite,75149,"",(972) 222-9400,48113017312,80,78,Demand = Supply
Handprints Academy at Pioneer,001i000001YBHEJ,TRUE,150,Child Care Center,TRUE,Sliding Scale,For Profit,606 PIONEER RD,MESQUITE,75149,"",(972) 285-6683,48113017311,85,37,Demand < Supply
Childrens Palace Preparatory School,001i000001YBHEd,TRUE,150,Child Care Center,TRUE,Sliding Scale,For Profit,603 S BRYAN BELT LINE RD,MESQUITE,75149,"",(972) 222-7808,48113017400,93,64,Demand < Supply
Boys and Girls Club of Mesquite,0013100001bejsy,TRUE,150,Community Center/Nonprofit,TRUE,Sliding Scale,National Nonprofit,4869 Gus Thomasson Rd.,Mesquite,75150,https://bgcdallas.org/,(972) 270-7645,48113017900,88,73,Demand < Supply
"Stepping Stones ECDC, Incorporated",0013r00002YQmj3,TRUE,136,Child Care Center,TRUE,Fee,For Profit,1460 EASTGLEN BLVD,MESQUITE,75149,"",214-388-1555,48113017311,85,37,Demand < Supply
Discovery School,001i000001YBHJ3,TRUE,133,Child Care Center,TRUE,Sliding Scale,For Profit,4805 GUS THOMASSON RD,MESQUITE,75150,"",(972) 279-1202,48113017900,88,73,Demand < Supply
First United Methodist Church Academy Kids,0013100001gehBz,TRUE,130,Faith Community,TRUE,Sliding Scale,For Profit,300 N. Galloway Ave.,Mesquite,75149,"",(972) 285-1112,48113017706,87,62,Demand < Supply
Little Guys and Gals Montessori,0010Z00002ACVQ9,TRUE,130,Child Care Center,TRUE,Sliding Scale,For Profit,1615 OATES DR,MESQUITE,75150,"",469-476-2275,48113018130,93,62,Demand < Supply
Childtime CTR 1212,001i000001YBHIr,TRUE,126,Child Care Center,TRUE,Sliding Scale,For Profit,4111 N GALLOWAY AVE,MESQUITE,75150,"",(972) 279-4779,48113017812,88,65,Demand < Supply
Tomorrow's Future Learning Center,001i000001YBHKq,TRUE,116,Child Care Center,TRUE,Sliding Scale,For Profit,2138 MOTLEY DR,MESQUITE,75150,"",(972) 279-1500,48113017815,83,64,Demand < Supply
Corners,001i000001YBHIu,TRUE,115,Child Care Center,TRUE,Sliding Scale,For Profit,5929 NORTHWEST DR,MESQUITE,75150,"",(972) 270-2660,48113018130,93,62,Demand < Supply
Gingerbread House Academy,001i000001YBHJH,TRUE,115,Child Care Center,TRUE,Sliding Scale,For Profit,612 MATADOR LN,MESQUITE,75149,"",(972) 216-5437,48113017704,89,78,Demand < Supply
Appleseed Academy,0010Z00001uITx3,TRUE,107,Child Care Center,TRUE,Sliding Scale,For Profit,4346 N Galloway Ave,Mesquite,75150,"",972-681-3900,48113017811,91,64,Demand < Supply
Kids Discovery Academy Inc.,001i000001YBHJa,TRUE,107,Child Care Center,TRUE,Sliding Scale,For Profit,933 BARNES BRIDGE RD,MESQUITE,75150,"",(972) 698-9338,48113017808,87,60,Demand < Supply
The Preferred Preschool,0013r00002XSrlB,TRUE,91,Child Care Center,TRUE,Fee,For Profit,1615 OATES DR,MESQUITE,75150,"",469-476-2275,48113018130,93,62,Demand < Supply
Achievers of Excellence Learning Academy,0013100001eWw1s,TRUE,84,School,TRUE,Sliding Scale,School Run,1040 N. Belt Line Rd.,Mesquite,75149,"",(469) 248-2884,48113017706,87,62,Demand < Supply
Frog Academy of New Community Church,0013r00002eADTz,TRUE,84,"",TRUE,"","",2600 EASTGLEN BLVD,MESQUITE,75181,"",972-373-4379,48113017307,90,46,Demand < Supply
A Bright Beginning II,001i000001YBHIV,TRUE,81,Child Care Center,TRUE,Sliding Scale,For Profit,2291 TRADEWIND DR,MESQUITE,75150,"",(972) 279-0170,48113017806,87,62,Demand < Supply
Little Texans Child Care Center,0013r00002YNs2I,TRUE,65,Child Care Center,TRUE,Fee,For Profit,1515 E KEARNEY ST STE 402,MESQUITE,75149,"",972-707-7157,48113017706,87,62,Demand < Supply
Right At School at Rugel Elementary School,0013r00002DdbYc,TRUE,50,School,TRUE,Fee,For Profit,2701 Sybil Dr. Mesquite,Mesquite,75149,"","",48113017704,89,78,Demand < Supply
Right At School at Tosch Elementary School -,0013r00002DdbYd,TRUE,50,School,TRUE,Fee,For Profit,2424 Larchmont Dr. Mesquite,Mesquite,75150,"","",48113017819,87,34,Demand < Supply
Right At School at Seabourn Elementary School,0013r00002DdbYe,TRUE,50,School,TRUE,Fee,For Profit,2249 Picadilly Blvd. Mesquite,Mesquite,75149,"","",48113017704,89,78,Demand < Supply
Right At School at Cannaday Elementary School,0013r00002DdbYg,TRUE,50,School,TRUE,Fee,For Profit,2701 Chisolm Trail Mesquite,Mesquite,75150,"","",48113017819,87,34,Demand < Supply
Right At School at Moss Elementary School,0013r00002DdbYk,TRUE,50,School,TRUE,Fee,For Profit,1208 New Market Rd. Mesquite,Mesquite,75149,"","",48113017704,89,78,Demand < Supply
Right At School at Austin Elementary School,0013r00002DdbYm,TRUE,50,School,TRUE,Fee,For Profit,3020 Poteet Dr. Mesquite,Mesquite,75150,"","",48113017819,87,34,Demand < Supply
Right At School at Gentry Elementary School,0013r00002DdbYw,TRUE,50,School,TRUE,Fee,For Profit,1901 Twin Oaks Dr. Mesquite,Mesquite,75181,"","",48113017314,80,71,Demand = Supply
Right At School at B.J. Smith Elementary School,0013r00002DdbYy,TRUE,50,School,TRUE,Fee,For Profit,2300 Mesquite Valley Rd. Mesquite,Mesquite,75149,"","",48113017704,89,78,Demand < Supply
Mesquite Parks & Recreation at After-school Adventures at Goodbar Rec.Center,0013r00002DdbZv,TRUE,50,Municipal Building,TRUE,Sliding Scale,P&R,3000 Concord,Mesquite,75150,"","",48113017820,87,59,Demand < Supply
Town East Learning Center,001i000001YBHI5,TRUE,45,Child Care Center,TRUE,Sliding Scale,For Profit,2201 GUS THOMASSON RD STE CDE,MESQUITE,75150,"",(972) 279-0770,48113017816,76,90,Demand > Supply
Pats Little Pecan Ranch,001i000001YBHKI,TRUE,30,Child Care Center,TRUE,Sliding Scale,For Profit,909 GROSS RD STE 420,MESQUITE,75149,"",(214) 289-0121,48113017704,89,78,Demand < Supply
Learning Me Before & After Learning Center,001i000001YBHGD,TRUE,25,Child Care Center,TRUE,Sliding Scale,For Profit,4224 GUS THOMASSON RD STE C,MESQUITE,75150,"",(972) 681-1504,48113018002,78,86,Demand > Supply
AfterSchool Coding Clubs at Schools,0013100001fzBRV,TRUE,1000,School,TRUE,Sliding Scale,For Profit,800 W. Campbell Road,Richardson,75080,utdallas.edu/k12/access,9723576893,48113980200,81,66,Demand < Supply
Whistle Stop Station-Murphy Rd,0010Z000026ffKx,TRUE,301,Child Care Center,TRUE,Sliding Scale,For Profit,3501 MURPHY RD,RICHARDSON,75082,"",972-680-3062,,,,
Primrose School of N. Richardson @ Lookout,0013r00002aRFiO,TRUE,282,Child Care Center,TRUE,Fee,For Profit,2425 N PLANO RD,RICHARDSON,75081,"",469-514-2670,48113019052,79,,
Primrose School of Richardson,0013100001eXNjN,TRUE,204,Child Care Center,TRUE,Sliding Scale,For Profit,1100 Jonsson Blvd.,Richardson,75080,"",(972) 730-7673,48113019205,88,28,Demand < Supply
Little Steps Montessori School,001i000001YBHJy,TRUE,200,School,TRUE,Sliding Scale,For Profit,635 W CAMPBELL RD STE 230,RICHARDSON,75080,"",(972) 231-0345,48113019211,89,25,Demand < Supply
The Learning Experience,0013r00002Re5ZE,TRUE,198,Child Care Center,TRUE,Fee,For Profit,524 CENTENNIAL BLVD,RICHARDSON,75081,"",972-707-0895,48113019040,85,60,Demand < Supply
Montessori at Bowser,001i000001YBHK8,TRUE,177,School,TRUE,Sliding Scale,For Profit,300 S BOWSER RD,RICHARDSON,75081,"",(972) 690-8351,48113019039,95,65,Demand < Supply
Richardson ISD-PACE at Arapaho Classical Magnet,0013100001lqRpF,TRUE,160,School,TRUE,Fee,School Run,1300 Cypress,Richardson,75080,www.risd.org/pace,469-593-6404,48113019215,91,42,Demand < Supply
Care Child Development Center,001i000001YBHHz,TRUE,160,Child Care Center,TRUE,Sliding Scale,For Profit,1504 E CAMPBELL RD,RICHARDSON,75081,"",(972) 644-0766,48113019036,84,62,Demand < Supply
Boys and Girls Club of Richardson,0013100001bejWY,TRUE,150,Community Center/Nonprofit,TRUE,Sliding Scale,National Nonprofit,1210 W. Belt Line Rd.,Richardson,75080,www.bgca.org,(972) 699-0514,48113019215,91,42,Demand < Supply
Little Scholars Academy-Richardson,0010Z00001vhPTP,TRUE,136,Child Care Center,TRUE,Sliding Scale,For Profit,1200 W Spring Valley Road,Richardson,75080,"",972-231-6998,48113019214,72,96,Demand > Supply
"KIDS Montessori Academy, LLC",0013r00002YNs2H,TRUE,121,School,TRUE,Fee,School Run,1521 E ARAPAHO RD,RICHARDSON,75081,"",972-235-6930,48113019037,96,65,Demand < Supply
Small Miracles Academy-Richardson Campus,001i000001YBHEl,TRUE,118,Child Care Center,TRUE,Sliding Scale,For Profit,1015 NEWBERRY DR,RICHARDSON,75080,"",(972) 235-0267,48113019203,95,63,Demand < Supply
Bluebonnet Learning Center at Collins Blvd.,001i000001YBHHn,TRUE,102,Child Care Center,TRUE,Sliding Scale,For Profit,1414 E COLLINS BLVD,RICHARDSON,75081,"",(972) 664-1666,48113019037,96,65,Demand < Supply
Rising Stars Academy,001i000001YBHKU,TRUE,100,Child Care Center,TRUE,Sliding Scale,For Profit,1515 BLAKE DR,RICHARDSON,75081,"",(469) 301-6225,48113019037,96,65,Demand < Supply
